"country","year","fossil_share_energy","fossil_energy_per_capita","energy_per_capita","region","iso","inv_dummy","bri_dummy"
"Slovakia",2012,70.679,24427.31,34561.021,"Europe & Central Asia","SVK",0,0
"Slovakia",2013,70.045,24774.245,35369.25,"Europe & Central Asia","SVK",0,0
"Slovakia",2014,67.994,22373.361,32904.985,"Europe & Central Asia","SVK",0,0
"Slovakia",2015,69.023,22895.916,33171.6,"Europe & Central Asia","SVK",0,0
"Slovakia",2016,69.499,23124.719,33273.469,"Europe & Central Asia","SVK",0,0
"Slovakia",2017,70.889,24917.954,35150.55,"Europe & Central Asia","SVK",0,0
"Slovakia",2018,71.867,24839.601,34563.497,"Europe & Central Asia","SVK",0,0
"Slovakia",2019,69.798,23353.25,33458.196,"Europe & Central Asia","SVK",0,0
"Slovenia",2005,69.791,29452.624,42200.881,"Europe & Central Asia","SVN",0,0
"Slovenia",2006,70.877,30080.2,42439.93,"Europe & Central Asia","SVN",0,0
"Slovenia",2007,71.322,29963.192,42011.379,"Europe & Central Asia","SVN",0,0
"Slovenia",2008,69.468,31743.759,45695.764,"Europe & Central Asia","SVN",0,0
"Slovenia",2009,66.82,28014.376,41925.357,"Europe & Central Asia","SVN",0,0
"Slovenia",2010,67.629,28287.435,41827.531,"Europe & Central Asia","SVN",0,0
"Slovenia",2011,67.991,27525.724,40484.283,"Europe & Central Asia","SVN",0,0
"Slovenia",2012,67.765,26544.907,39172.019,"Europe & Central Asia","SVN",0,0
"Slovenia",2013,65.666,25346.296,38598.664,"Europe & Central Asia","SVN",0,0
"Slovenia",2014,58.804,23161.963,39388.466,"Europe & Central Asia","SVN",0,0
"Slovenia",2015,65.182,23189.789,35576.905,"Europe & Central Asia","SVN",0,0
"Slovenia",2016,65.296,24778.819,37948.446,"Europe & Central Asia","SVN",0,0
"Slovenia",2017,65.923,25290.175,38362.979,"Europe & Central Asia","SVN",0,0
"Slovenia",2018,65.21,25478.823,39071.931,"Europe & Central Asia","SVN",0,0
"Slovenia",2019,64.312,24082.503,37446.178,"Europe & Central Asia","SVN",0,0
"South Africa",2005,97.291,26390.789,27125.54,"Sub-Saharan Africa","ZAF",0,0
"South Africa",2006,97.305,26586.187,27322.642,"Sub-Saharan Africa","ZAF",0,0
"South Africa",2007,97.14,26901.955,27693.921,"Sub-Saharan Africa","ZAF",0,0
"South Africa",2008,97.328,28516.274,29299.118,"Sub-Saharan Africa","ZAF",0,0
"South Africa",2009,97.338,28046.815,28813.943,"Sub-Saharan Africa","ZAF",0,0
"South Africa",2010,97.315,27911.996,28682.125,"Sub-Saharan Africa","ZAF",0,0
"South Africa",2011,97.049,27032.388,27854.374,"Sub-Saharan Africa","ZAF",0,0
"South Africa",2012,97.376,26294.43,27002.884,"Sub-Saharan Africa","ZAF",1,0
"South Africa",2013,97.145,25907.202,26668.671,"Sub-Saharan Africa","ZAF",1,0
"South Africa",2014,96.792,25730.317,26582.981,"Sub-Saharan Africa","ZAF",1,0
"South Africa",2015,96.498,24419.394,25305.576,"Sub-Saharan Africa","ZAF",1,0
"South Africa",2016,95.777,25075.617,26181.141,"Sub-Saharan Africa","ZAF",1,0
"South Africa",2017,95.289,24383.752,25589.345,"Sub-Saharan Africa","ZAF",1,0
"South Africa",2018,95.874,24400.021,25450.067,"Sub-Saharan Africa","ZAF",1,1
"South Africa",2019,95.382,24436.722,25619.735,"Sub-Saharan Africa","ZAF",1,1
"South Korea",2005,84.573,45693.894,54029.168,"East Asia & Pacific","KOR",0,0
"South Korea",2006,84.709,46336.657,54701.039,"East Asia & Pacific","KOR",0,0
"South Korea",2007,85.76,48242.685,56253.257,"East Asia & Pacific","KOR",0,0
"South Korea",2008,85.315,48749.599,57140.57,"East Asia & Pacific","KOR",0,0
"South Korea",2009,85.66,48990.941,57192.508,"East Asia & Pacific","KOR",0,0
"South Korea",2010,86.515,53050.826,61319.792,"East Asia & Pacific","KOR",0,0
"South Korea",2011,86.575,55235.251,63800.725,"East Asia & Pacific","KOR",0,0
"South Korea",2012,87.133,55798.096,64037.778,"East Asia & Pacific","KOR",0,0
"South Korea",2013,87.992,56073.18,63725.285,"East Asia & Pacific","KOR",1,0
"South Korea",2014,86.725,55396.081,63875.478,"East Asia & Pacific","KOR",1,0
"South Korea",2015,86.196,55921.727,64877.45,"East Asia & Pacific","KOR",1,0
"South Korea",2016,86.535,57338.182,66260.338,"East Asia & Pacific","KOR",1,0
"South Korea",2017,87.47,58835.897,67263.88,"East Asia & Pacific","KOR",1,0
"South Korea",2018,88.309,60159.877,68124.293,"East Asia & Pacific","KOR",1,0
"South Korea",2019,86.94,58322.54,67083.32,"East Asia & Pacific","KOR",1,0
"Spain",2005,84.858,34383.294,40518.532,"Europe & Central Asia","ESP",0,0
"Spain",2006,83.305,33684.902,40435.39,"Europe & Central Asia","ESP",0,0
"Spain",2007,83.584,33940.21,40605.988,"Europe & Central Asia","ESP",0,0
"Spain",2008,82.005,31904.956,38906.039,"Europe & Central Asia","ESP",0,0
"Spain",2009,79.754,28368.371,35569.924,"Europe & Central Asia","ESP",0,0
"Spain",2010,74.72,27033.967,36180.182,"Europe & Central Asia","ESP",0,0
"Spain",2011,76.414,27039.627,35385.74,"Europe & Central Asia","ESP",0,0
"Spain",2012,75.446,26563,35208.083,"Europe & Central Asia","ESP",0,0
"Spain",2013,71.949,24046.948,33422.014,"Europe & Central Asia","ESP",0,0
"Spain",2014,71.551,23533.93,32891.337,"Europe & Central Asia","ESP",0,0
"Spain",2015,74.208,24789.085,33404.785,"Europe & Central Asia","ESP",1,0
"Spain",2016,73.087,24662.235,33743.666,"Europe & Central Asia","ESP",1,0
"Spain",2017,76.13,26017.523,34175.29,"Europe & Central Asia","ESP",1,0
"Spain",2018,74.124,25657.306,34614.026,"Europe & Central Asia","ESP",1,0
"Spain",2019,73.927,25138.334,34004.435,"Europe & Central Asia","ESP",1,0
"Sri Lanka",2005,83.743,2459.155,2936.552,"South Asia","LKA",0,0
"Sri Lanka",2006,80.066,2536.164,3167.605,"South Asia","LKA",1,0
"Sri Lanka",2007,83.418,2670.869,3201.778,"South Asia","LKA",1,0
"Sri Lanka",2008,81.52,2420.822,2969.608,"South Asia","LKA",1,0
"Sri Lanka",2009,83.19,2531.892,3043.497,"South Asia","LKA",1,0
"Sri Lanka",2010,77.202,2500.152,3238.458,"South Asia","LKA",1,0
"Sri Lanka",2011,82.27,2780.114,3379.239,"South Asia","LKA",1,0
"Sri Lanka",2012,87.091,2946.116,3382.808,"South Asia","LKA",1,0
"Sri Lanka",2013,73.878,2524.707,3417.39,"South Asia","LKA",1,0
"Sri Lanka",2014,80.366,2457.606,3058.006,"South Asia","LKA",1,1
"Sri Lanka",2015,79.873,3086.982,3864.875,"South Asia","LKA",1,1
"Sri Lanka",2016,86.18,3529.576,4095.598,"South Asia","LKA",1,1
"Sri Lanka",2017,87.089,3743.13,4298.055,"South Asia","LKA",1,1
"Sri Lanka",2018,81.546,3721.786,4564.024,"South Asia","LKA",1,1
"Sri Lanka",2019,85.948,4015.15,4671.618,"South Asia","LKA",1,1
"Sweden",2005,37.071,27082.828,73055.95,"Europe & Central Asia","SWE",0,0
"Sweden",2006,40.274,27492.732,68263.473,"Europe & Central Asia","SWE",0,0
"Sweden",2007,38.649,26527.485,68637.585,"Europe & Central Asia","SWE",0,0
"Sweden",2008,37.37,25013.002,66933.736,"Europe & Central Asia","SWE",0,0
"Sweden",2009,38.424,23355.199,60782.803,"Europe & Central Asia","SWE",0,0
"Sweden",2010,38.279,24452.406,63880.03,"Europe & Central Asia","SWE",0,0
"Sweden",2011,35.401,22156.629,62587.613,"Europe & Central Asia","SWE",0,0
"Sweden",2012,32.146,21141.611,65767.264,"Europe & Central Asia","SWE",0,0
"Sweden",2013,33.911,20773.267,61258.038,"Europe & Central Asia","SWE",0,0
"Sweden",2014,32.924,19918.423,60498.194,"Europe & Central Asia","SWE",0,0
"Sweden",2015,31.568,19541.14,61901.949,"Europe & Central Asia","SWE",0,0
"Sweden",2016,33.048,19987.649,60480.052,"Europe & Central Asia","SWE",0,0
"Sweden",2017,31.761,19685.242,61979.856,"Europe & Central Asia","SWE",0,0
"Sweden",2018,31.368,18930.934,60350.691,"Europe & Central Asia","SWE",1,0
"Sweden",2019,31.112,19303.846,62046.921,"Europe & Central Asia","SWE",1,0
"Switzerland",2005,55.004,24684.485,44877.249,"Europe & Central Asia","CHE",0,0
"Switzerland",2006,53.701,24842.501,46260.974,"Europe & Central Asia","CHE",0,0
"Switzerland",2007,49.886,22525.749,45154.441,"Europe & Central Asia","CHE",0,0
"Switzerland",2008,51.339,23692.832,46150.031,"Europe & Central Asia","CHE",0,0
"Switzerland",2009,51.733,23529.254,45481.891,"Europe & Central Asia","CHE",1,0
"Switzerland",2010,51.104,22345.943,43726.51,"Europe & Central Asia","CHE",1,0
"Switzerland",2011,51.279,21028.327,41007.668,"Europe & Central Asia","CHE",1,0
"Switzerland",2012,50.164,21429.195,42718.54,"Europe & Central Asia","CHE",1,0
"Switzerland",2013,51.229,22183.239,43302.291,"Europe & Central Asia","CHE",1,0
"Switzerland",2014,47.912,19543.586,40790.911,"Europe & Central Asia","CHE",1,0
"Switzerland",2015,50.088,19760.844,39452.313,"Europe & Central Asia","CHE",1,0
"Switzerland",2016,51.437,18902.778,36749.343,"Europe & Central Asia","CHE",1,0
"Switzerland",2017,52.322,19100.62,36505.859,"Europe & Central Asia","CHE",1,0
"Switzerland",2018,49.498,18191.128,36751.572,"Europe & Central Asia","CHE",1,0
"Switzerland",2019,50.524,18462.576,36542.174,"Europe & Central Asia","CHE",1,0
"Taiwan",2005,90.026,49077.873,54515.3,"East Asia & Pacific","TWN",0,0
"Taiwan",2006,90.252,49968.165,55365.325,"East Asia & Pacific","TWN",0,0
"Taiwan",2007,90.46,51942.776,57420.573,"East Asia & Pacific","TWN",0,0
"Taiwan",2008,89.929,48679.8,54131.623,"East Asia & Pacific","TWN",0,0
"Taiwan",2009,89.764,47655.618,53090.106,"East Asia & Pacific","TWN",0,0
"Taiwan",2010,90.192,50365.867,55842.777,"East Asia & Pacific","TWN",0,0
"Taiwan",2011,89.981,49526.156,55040.453,"East Asia & Pacific","TWN",0,0
"Taiwan",2012,90.049,49429.965,54892.403,"East Asia & Pacific","TWN",0,0
"Taiwan",2013,90.047,50319.527,55881.33,"East Asia & Pacific","TWN",0,0
"Taiwan",2014,90.372,51523.748,57012.988,"East Asia & Pacific","TWN",0,0
"Taiwan",2015,91.353,51369.194,56231.804,"East Asia & Pacific","TWN",0,0
"Taiwan",2016,92.024,52476.71,57025.065,"East Asia & Pacific","TWN",0,0
"Taiwan",2017,93.867,53596.334,57098.406,"East Asia & Pacific","TWN",0,0
"Taiwan",2018,93.008,53689.499,57725.962,"East Asia & Pacific","TWN",0,0
"Taiwan",2019,91.5,51428.304,56205.531,"East Asia & Pacific","TWN",0,0
"Thailand",2005,97.997,15452.026,15767.92,"East Asia & Pacific","THA",0,0
"Thailand",2006,97.379,15498.017,15915.141,"East Asia & Pacific","THA",0,0
"Thailand",2007,97.316,16097.098,16541.019,"East Asia & Pacific","THA",0,0
"Thailand",2008,97.309,16199.632,16647.535,"East Asia & Pacific","THA",0,0
"Thailand",2009,97.221,16661.468,17137.773,"East Asia & Pacific","THA",0,0
"Thailand",2010,97.483,17675.982,18132.33,"East Asia & Pacific","THA",1,0
"Thailand",2011,96.878,18164.98,18750.443,"East Asia & Pacific","THA",1,0
"Thailand",2012,96.591,19268.543,19948.574,"East Asia & Pacific","THA",1,0
"Thailand",2013,96.605,19497.057,20182.209,"East Asia & Pacific","THA",1,0
"Thailand",2014,96.207,19864.579,20647.734,"East Asia & Pacific","THA",1,0
"Thailand",2015,96.281,20416.839,21205.545,"East Asia & Pacific","THA",1,0
"Thailand",2016,95.963,20715.064,21586.529,"East Asia & Pacific","THA",1,0
"Thailand",2017,95.321,20853.322,21876.93,"East Asia & Pacific","THA",1,1
"Thailand",2018,94.412,21153.479,22405.478,"East Asia & Pacific","THA",1,1
"Thailand",2019,93.815,21013.216,22398.508,"East Asia & Pacific","THA",1,1
"Trinidad & Tobago",2005,99.964,141869.497,141920.013,"Latin America & Caribbean","TTO",0,0
"Trinidad & Tobago",2006,99.964,164810.384,164869.23,"Latin America & Caribbean","TTO",0,0
"Trinidad & Tobago",2007,99.974,169317.753,169362.189,"Latin America & Caribbean","TTO",0,0
"Trinidad & Tobago",2008,99.972,166062.245,166108.712,"Latin America & Caribbean","TTO",0,0
"Trinidad & Tobago",2009,99.973,163814.43,163859.183,"Latin America & Caribbean","TTO",1,0
"Trinidad & Tobago",2010,99.996,176098.881,176106.743,"Latin America & Caribbean","TTO",1,0
"Trinidad & Tobago",2011,99.995,171903.191,171910.958,"Latin America & Caribbean","TTO",1,0
"Trinidad & Tobago",2012,99.995,168096.38,168104.048,"Latin America & Caribbean","TTO",1,0
"Trinidad & Tobago",2013,99.996,170077.543,170085.114,"Latin America & Caribbean","TTO",1,0
"Trinidad & Tobago",2014,99.995,168208.656,168217.042,"Latin America & Caribbean","TTO",1,0
"Trinidad & Tobago",2015,99.994,162254.883,162264.395,"Latin America & Caribbean","TTO",1,0
"Trinidad & Tobago",2016,99.993,143120.031,143129.432,"Latin America & Caribbean","TTO",1,0
"Trinidad & Tobago",2017,99.994,151208.261,151217.565,"Latin America & Caribbean","TTO",1,0
"Trinidad & Tobago",2018,99.994,142567.379,142575.73,"Latin America & Caribbean","TTO",1,0
"Trinidad & Tobago",2019,99.994,142110.53,142118.82,"Latin America & Caribbean","TTO",1,0
"Turkey",2005,89.199,13002.923,14577.476,"Europe & Central Asia","TUR",1,0
"Turkey",2006,89.142,14237.289,15971.411,"Europe & Central Asia","TUR",1,0
"Turkey",2007,91.697,15393.501,16787.288,"Europe & Central Asia","TUR",1,0
"Turkey",2008,92.235,15356.753,16649.648,"Europe & Central Asia","TUR",1,0
"Turkey",2009,91.569,15249.688,16653.802,"Europe & Central Asia","TUR",1,0
"Turkey",2010,88.376,15278.435,17287.952,"Europe & Central Asia","TUR",1,0
"Turkey",2011,88.717,16140.839,18193.543,"Europe & Central Asia","TUR",1,0
"Turkey",2012,88.096,16738.599,19000.302,"Europe & Central Asia","TUR",1,0
"Turkey",2013,87.097,16145.572,18537.419,"Europe & Central Asia","TUR",1,0
"Turkey",2014,90.672,17062.332,18817.632,"Europe & Central Asia","TUR",1,0
"Turkey",2015,86.611,17534.128,20244.577,"Europe & Central Asia","TUR",1,1
"Turkey",2016,86.336,18057.627,20915.628,"Europe & Central Asia","TUR",1,1
"Turkey",2017,87.604,19117.622,21822.855,"Europe & Central Asia","TUR",1,1
"Turkey",2018,85.997,18245.443,21216.411,"Europe & Central Asia","TUR",1,1
"Turkey",2019,81.426,17595.499,21609.123,"Europe & Central Asia","TUR",1,1
"Turkmenistan",2005,99.995,37138.113,37139.897,"Europe & Central Asia","TKM",0,0
"Turkmenistan",2006,99.995,37100.623,37102.376,"Europe & Central Asia","TKM",0,0
"Turkmenistan",2007,99.995,35557.222,35558.943,"Europe & Central Asia","TKM",1,0
"Turkmenistan",2008,99.994,28777.736,28779.423,"Europe & Central Asia","TKM",1,0
"Turkmenistan",2009,99.996,46244.531,46246.183,"Europe & Central Asia","TKM",1,0
"Turkmenistan",2010,99.997,49057.85,49059.548,"Europe & Central Asia","TKM",1,0
"Turkmenistan",2011,99.997,53534.711,53536.52,"Europe & Central Asia","TKM",1,0
"Turkmenistan",2012,99.996,57318.617,57320.639,"Europe & Central Asia","TKM",1,0
"Turkmenistan",2013,99.995,49987.317,49989.704,"Europe & Central Asia","TKM",1,0
"Turkmenistan",2014,99.994,50863.835,50866.755,"Europe & Central Asia","TKM",1,0
"Turkmenistan",2015,99.994,59802.538,59806.345,"Europe & Central Asia","TKM",1,0
"Turkmenistan",2016,99.992,58197.63,58202.13,"Europe & Central Asia","TKM",1,0
"Turkmenistan",2017,99.992,56630.189,56634.58,"Europe & Central Asia","TKM",1,0
"Turkmenistan",2018,99.993,62390.34,62394.636,"Europe & Central Asia","TKM",1,0
"Turkmenistan",2019,99.994,67654.188,67658.403,"Europe & Central Asia","TKM",1,0
"Ukraine",2005,82.918,28167.015,33969.828,"Europe & Central Asia","UKR",0,0
"Ukraine",2006,82.924,28727.098,34642.625,"Europe & Central Asia","UKR",0,0
"Ukraine",2007,82.952,28714.886,34616.261,"Europe & Central Asia","UKR",0,0
"Ukraine",2008,82.725,27840.552,33654.426,"Europe & Central Asia","UKR",0,0
"Ukraine",2009,81.09,23259.073,28682.901,"Europe & Central Asia","UKR",0,0
"Ukraine",2010,81.045,24964.42,30803.089,"Europe & Central Asia","UKR",0,0
"Ukraine",2011,82.057,26353.367,32116.005,"Europe & Central Asia","UKR",1,0
"Ukraine",2012,81.72,25679.804,31424.264,"Europe & Central Asia","UKR",1,0
"Ukraine",2013,81.377,24345.423,29916.651,"Europe & Central Asia","UKR",1,0
"Ukraine",2014,78.906,20838.404,26409.097,"Europe & Central Asia","UKR",1,0
"Ukraine",2015,75.663,16612.656,21956.256,"Europe & Central Asia","UKR",1,0
"Ukraine",2016,78.014,18038.444,23122.011,"Europe & Central Asia","UKR",1,0
"Ukraine",2017,74.832,16149.581,21581.083,"Europe & Central Asia","UKR",1,0
"Ukraine",2018,75.364,16760.751,22239.614,"Europe & Central Asia","UKR",1,1
"Ukraine",2019,75.112,16150.036,21501.22,"Europe & Central Asia","UKR",1,1
"United Arab Emirates",2005,100,154367.463,154367.463,"Middle East & North Africa","ARE",0,0
"United Arab Emirates",2006,100,140584.963,140584.963,"Middle East & North Africa","ARE",0,0
"United Arab Emirates",2007,100,133221.44,133221.44,"Middle East & North Africa","ARE",0,0
"United Arab Emirates",2008,100,132858.604,132858.604,"Middle East & North Africa","ARE",1,0
"United Arab Emirates",2009,99.998,117453.768,117455.873,"Middle East & North Africa","ARE",1,0
"United Arab Emirates",2010,99.995,113961.661,113967.28,"Middle East & North Africa","ARE",1,0
"United Arab Emirates",2011,99.995,114860.84,114866.835,"Middle East & North Africa","ARE",1,0
"United Arab Emirates",2012,99.994,118047.943,118054.773,"Middle East & North Africa","ARE",1,0
"United Arab Emirates",2013,99.98,123632.321,123656.541,"Middle East & North Africa","ARE",1,0
"United Arab Emirates",2014,99.929,122799.439,122887.108,"Middle East & North Africa","ARE",1,0
"United Arab Emirates",2015,99.935,134406.954,134493.854,"Middle East & North Africa","ARE",1,0
"United Arab Emirates",2016,99.933,138132.145,138225.234,"Middle East & North Africa","ARE",1,0
"United Arab Emirates",2017,99.849,137865.649,138074.557,"Middle East & North Africa","ARE",1,0
"United Arab Emirates",2018,99.754,138117.203,138458.249,"Middle East & North Africa","ARE",1,1
"United Arab Emirates",2019,99.229,136259.373,137317.77,"Middle East & North Africa","ARE",1,1
"United Kingdom",2005,90.182,40519.38,44930.901,"Europe & Central Asia","GBR",0,0
"United Kingdom",2006,90.574,39846.214,43992.766,"Europe & Central Asia","GBR",0,0
"United Kingdom",2007,91.38,38606.669,42248.3,"Europe & Central Asia","GBR",0,0
"United Kingdom",2008,91.932,37713.55,41023.238,"Europe & Central Asia","GBR",1,0
"United Kingdom",2009,89.309,34442.674,38565.938,"Europe & Central Asia","GBR",1,0
"United Kingdom",2010,90.18,35282.639,39124.539,"Europe & Central Asia","GBR",1,0
"United Kingdom",2011,87.962,32248.961,36662.356,"Europe & Central Asia","GBR",1,0
"United Kingdom",2012,87.449,32201.34,36823,"Europe & Central Asia","GBR",1,0
"United Kingdom",2013,86.08,31320.213,36384.994,"Europe & Central Asia","GBR",1,0
"United Kingdom",2014,84.728,28853.402,34054.03,"Europe & Central Asia","GBR",1,0
"United Kingdom",2015,82.249,28135.628,34208.031,"Europe & Central Asia","GBR",1,0
"United Kingdom",2016,81.99,27530.076,33577.337,"Europe & Central Asia","GBR",1,0
"United Kingdom",2017,80.45,26763.55,33267.134,"Europe & Central Asia","GBR",1,0
"United Kingdom",2018,79.649,26244.336,32950.188,"Europe & Central Asia","GBR",1,0
"United Kingdom",2019,79.158,25528.108,32249.735,"Europe & Central Asia","GBR",1,0
"United States",2005,87.772,79705.379,90809.188,"North America","USA",0,0
"United States",2006,87.257,77867.288,89239.243,"North America","USA",0,0
"United States",2007,87.504,78429.587,89629.957,"North America","USA",1,0
"United States",2008,86.725,75092.87,86587.174,"North America","USA",1,0
"United States",2009,85.654,69849.163,81548.356,"North America","USA",1,0
"United States",2010,85.862,71759.24,83575.469,"North America","USA",1,0
"United States",2011,85.014,69794.35,82097.03,"North America","USA",1,0
"United States",2012,85.087,67499.794,79330.565,"North America","USA",1,0
"United States",2013,84.942,68678.226,80853.407,"North America","USA",1,0
"United States",2014,84.88,68848.068,81112.618,"North America","USA",1,0
"United States",2015,84.66,67534.871,79771.642,"North America","USA",1,0
"United States",2016,83.836,66340.211,79130.818,"North America","USA",1,0
"United States",2017,83.173,65618.912,78894.41,"North America","USA",1,0
"United States",2018,83.582,67859.201,81188.359,"North America","USA",1,0
"United States",2019,83.263,66525.162,79897.151,"North America","USA",1,0
"Uzbekistan",2005,96.688,20430.954,21130.762,"Europe & Central Asia","UZB",0,0
"Uzbekistan",2006,96.991,18804.629,19387.978,"Europe & Central Asia","UZB",0,0
"Uzbekistan",2007,96.89,19640.713,20271.174,"Europe & Central Asia","UZB",1,0
"Uzbekistan",2008,97.768,18359.763,18778.834,"Europe & Central Asia","UZB",1,0
"Uzbekistan",2009,96.735,17953.252,18559.298,"Europe & Central Asia","UZB",1,0
"Uzbekistan",2010,95.87,17387.155,18136.2,"Europe & Central Asia","UZB",1,0
"Uzbekistan",2011,97.264,18191.89,18703.556,"Europe & Central Asia","UZB",1,0
"Uzbekistan",2012,96.904,17398.221,17954.06,"Europe & Central Asia","UZB",1,0
"Uzbekistan",2013,96.976,17198.326,17734.614,"Europe & Central Asia","UZB",1,0
"Uzbekistan",2014,97.146,17612.034,18129.365,"Europe & Central Asia","UZB",1,0
"Uzbekistan",2015,97.099,16482.494,16974.91,"Europe & Central Asia","UZB",1,0
"Uzbekistan",2016,96.276,15149.376,15735.437,"Europe & Central Asia","UZB",1,1
"Uzbekistan",2017,95.758,14882.573,15541.84,"Europe & Central Asia","UZB",1,1
"Uzbekistan",2018,97.114,15191.219,15642.664,"Europe & Central Asia","UZB",1,1
"Uzbekistan",2019,96.75,14534.125,15022.418,"Europe & Central Asia","UZB",1,1
"Venezuela",2005,75.664,24390.803,32235.781,"Latin America & Caribbean","VEN",0,0
"Venezuela",2006,77.026,27173.531,35278.352,"Latin America & Caribbean","VEN",0,0
"Venezuela",2007,76.855,26878.367,34972.919,"Latin America & Caribbean","VEN",0,0
"Venezuela",2008,76.759,27355.621,35638.321,"Latin America & Caribbean","VEN",0,0
"Venezuela",2009,77.036,26950.632,34984.443,"Latin America & Caribbean","VEN",0,0
"Venezuela",2010,78.382,25483.673,32512.027,"Latin America & Caribbean","VEN",1,0
"Venezuela",2011,77.71,26007.68,33467.535,"Latin America & Caribbean","VEN",1,0
"Venezuela",2012,79.08,27107.572,34278.464,"Latin America & Caribbean","VEN",1,0
"Venezuela",2013,78.243,25787.158,32957.863,"Latin America & Caribbean","VEN",1,0
"Venezuela",2014,78.871,24901.763,31572.89,"Latin America & Caribbean","VEN",1,0
"Venezuela",2015,79.708,24248.996,30422.2,"Latin America & Caribbean","VEN",1,0
"Venezuela",2016,81.312,22619.237,27817.912,"Latin America & Caribbean","VEN",1,0
"Venezuela",2017,81.306,21932.029,26974.738,"Latin America & Caribbean","VEN",1,0
"Venezuela",2018,79.22,18694.602,23598.421,"Latin America & Caribbean","VEN",1,1
"Venezuela",2019,74.609,16184.179,21691.926,"Latin America & Caribbean","VEN",1,1
"Vietnam",2005,87.693,3791.664,4323.812,"East Asia & Pacific","VNM",0,0
"Vietnam",2006,84.044,3290.507,3915.202,"East Asia & Pacific","VNM",1,0
"Vietnam",2007,83.472,3536.174,4236.34,"East Asia & Pacific","VNM",1,0
"Vietnam",2008,84.705,4414.289,5211.351,"East Asia & Pacific","VNM",1,0
"Vietnam",2009,82.765,4346.935,5252.145,"East Asia & Pacific","VNM",1,0
"Vietnam",2010,85.653,5065.531,5914.002,"East Asia & Pacific","VNM",1,0
"Vietnam",2011,81.978,5461.811,6662.563,"East Asia & Pacific","VNM",1,0
"Vietnam",2012,77.863,5388.221,6920.131,"East Asia & Pacific","VNM",1,0
"Vietnam",2013,77.622,5670.82,7305.724,"East Asia & Pacific","VNM",1,0
"Vietnam",2014,78.15,6182.864,7911.572,"East Asia & Pacific","VNM",1,0
"Vietnam",2015,81.939,7111.322,8678.806,"East Asia & Pacific","VNM",1,0
"Vietnam",2016,80.693,7445.571,9226.983,"East Asia & Pacific","VNM",1,0
"Vietnam",2017,75.823,7386.004,9741.061,"East Asia & Pacific","VNM",1,1
"Vietnam",2018,79.565,8607.678,10818.356,"East Asia & Pacific","VNM",1,1
"Vietnam",2019,84.784,10056.813,11861.738,"East Asia & Pacific","VNM",1,1
